Row ID,Sales,Quantity,Discount,Profit,Product ID,Order ID
16653,2188.05,5,0,1050.15,FUR-BO-10004999,IT-2014-4540740
28932,1920.36,4,0,652.92,FUR-TA-10001205,IN-2014-11231
8029,1704,4,0,119.28,TEC-PH-10004196,MX-2014-154907
50411,1858.68,4,0,130.08,FUR-CHR-10001018,UP-2011-8610
21191,3298.26,7,0,1055.25,FUR-CH-10003232,IN-2013-40050
4960,2443.48,13,0,121.94,OFF-AP-10001630,MX-2011-110275
49085,3808.8,8,0,1523.52,FUR-HAR-10002873,CG-2013-6110
21209,3427.1496,7,0.47,-452.8104,FUR-TA-10000687,IN-2014-30110
12161,3441.69,6,0.1,38.07,TEC-PH-10004505,ES-2012-2058076
25438,2863.35,5,0.1,858.9,TEC-PH-10002683,IN-2014-51950
31806,6354.95,5,0,3177.475,OFF-BI-10003527,CA-2012-145352
16988,1487.4,10,0,728.7,TEC-CO-10002269,ES-2013-4670866
24443,3200.04,9,0,1183.95,TEC-CO-10002526,IN-2011-62506
30199,2301,5,0,91.95,FUR-CH-10000602,IN-2011-46413
13879,5729.346,14,0.1,63.546,FUR-CH-10002891,ES-2014-3785216
50788,5301.24,14,0,2597.28,TEC-CAN-10001437,MO-2014-2000
37817,5443.96,4,0,2504.2216,OFF-BI-10004995,CA-2014-138289
38540,4416.174,9,0.3,-630.882,FUR-CH-10002024,CA-2014-118892
18241,3219.9,5,0,965.85,TEC-PH-10004327,ES-2013-1434123
23013,2487.8088,6,0.17,-269.7912,OFF-AP-10001621,ID-2012-78207
45616,2266.44,4,0,113.28,OFF-HOO-10001881,MO-2013-8630
25026,3068.361,9,0.1,1124.901,TEC-CO-10001954,IN-2012-64774
27962,3728.43,9,0,1192.86,FUR-BO-10003282,IN-2013-48765
26669,1581.48,6,0,0,TEC-CO-10003102,IN-2013-69730
29600,1916.73,3,0,498.33,TEC-PH-10004664,IN-2012-48240
38411,1685.88,6,0,320.3172,FUR-TA-10003392,US-2013-102239
19195,2432.16,5,0.1,513.36,OFF-AP-10002552,ES-2013-3467296
46366,3863.88,6,0,1159.02,TEC-MOT-10000554,CA-2014-6550
26731,2465.82,7,0.25,197.19,FUR-CH-10001415,ID-2013-25742
31278,1847.52,2,0,738.96,FUR-TA-10003627,IN-2012-86698
12035,2899.89,7,0,927.78,FUR-BO-10001133,ES-2013-2903666
29149,2891.7,7,0.1,96.39,FUR-CH-10000027,IN-2012-30446
15896,2016.846,9,0.15,-0.054,TEC-MA-10003515,IT-2012-1779015
18307,3155.544,7,0.1,34.944,OFF-AP-10002904,ES-2013-3903130
46257,3856.14,6,0,1465.2,TEC-MOT-10003348,CG-2013-3470
21142,3524.472,6,0.1,861.372,TEC-PH-10001990,IN-2014-13639
10308,2167.296,4,0.15,790.416,TEC-PH-10002898,ES-2012-2510515
6776,2556,6,0,178.92,TEC-PH-10004196,MX-2012-153157
16948,1469.25,5,0,308.4,TEC-CO-10001633,ES-2011-2585328
11611,4448.832,8,0.15,1517.712,TEC-PH-10002623,ES-2011-4500805
39465,2036.86,7,0,366.6348,FUR-TA-10004575,CA-2014-107174
1873,2472.66,9,0,914.76,FUR-BO-10001498,MX-2013-113824
29120,3739.176,8,0.1,747.816,OFF-AP-10003598,IN-2013-45076
11743,2570.865,11,0.5,-2211.165,FUR-CH-10001582,IT-2013-5208514
35574,9099.93,7,0,2365.9818,TEC-MA-10001047,US-2013-107440
17522,2875.77,9,0.5,-1783.08,TEC-PH-10000505,ES-2012-2314672
14721,1741.8,4,0,261.24,FUR-BO-10002003,ES-2012-4765389
29629,1601.64,5,0.1,587.19,TEC-CO-10001775,IN-2013-15368
25868,3670.8,7,0,367.08,OFF-AP-10000647,IN-2011-18385
39399,2973.32,7,0.2,334.4985,TEC-MA-10004002,CA-2012-149846
19559,1900.95,5,0,589.2,TEC-CO-10001926,ES-2013-2757712
38362,1261.33,7,0,327.9458,OFF-ST-10001496,CA-2011-106726
14070,4544.1,11,0.1,1868.13,FUR-CH-10002203,IT-2011-1978668
21306,1455.12,4,0,116.4,FUR-BO-10001934,IN-2013-63773
21668,1943.19,6,0.1,258.93,TEC-CO-10000562,IN-2013-10965
37923,6999.96,4,0,2239.9872,TEC-MA-10001127,CA-2011-145541
40336,9892.74,13,0,4946.37,OFF-BI-10000545,CA-2013-117121
24260,1695.87,5,0.1,-37.83,TEC-CO-10002035,ID-2013-79432
13646,1505.979,6,0.15,-265.761,TEC-CO-10004099,IT-2014-4499061
23708,1954.17,3,0,312.66,TEC-PH-10003002,IN-2014-34226
32452,2244.48,7,0,493.7856,FUR-TA-10001932,CA-2011-136567
37722,8399.976,4,0.4,1119.9968,TEC-CO-10004722,CA-2013-143714
40932,1628.82,9,0,260.6112,FUR-CH-10000749,CA-2011-151330
1779,1213.18876,7,0.002,508.00876,TEC-CO-10004398,MX-2014-158386
23880,1590.6,5,0,572.55,TEC-CO-10004535,IN-2013-30663
27094,2330.64,9,0,1025.46,TEC-AC-10000420,IN-2013-77444
24424,3278.5848,8,0.07,140.8248,FUR-BO-10001212,IN-2014-39077
22049,3741.5238,7,0.17,946.6338,TEC-PH-10001670,ID-2012-60980
34153,1603.136,4,0.2,100.196,FUR-CH-10001215,CA-2013-128594
23815,3637.602,10,0.07,156.402,FUR-BO-10004679,IN-2012-57025
8009,2455.88,7,0,785.82,OFF-AP-10001776,MX-2013-157868
30267,1024.68,8,0.5,-286.92,TEC-MA-10003704,ID-2012-66111
33088,2807.84,8,0,673.8816,FUR-CH-10001854,CA-2011-120474
40462,4476.8,4,0.2,503.64,TEC-MA-10000984,CA-2013-100300
2283,2297.96,14,0,988.12,TEC-AC-10000376,MX-2012-164791
17765,2671.41,7,0,534.24,TEC-CO-10003800,IT-2013-1350483
47783,3834,6,0,268.38,TEC-SAM-10004230,SO-2014-4990
34340,2054.272,8,0.2,256.784,FUR-CH-10002320,CA-2014-149559
23175,3501.7368,8,0.17,210.8568,OFF-AP-10002312,IN-2012-30943
27693,1725.462,3,0.1,747.612,TEC-PH-10000169,IN-2014-13324
22134,1583.7,5,0,174.15,TEC-CO-10000865,IN-2012-46889
32998,1931.04,9,0.1,321.84,FUR-CH-10000595,CA-2012-114069
22488,2760.345,7,0.1,-214.725,FUR-BO-10000288,ID-2013-35640
25678,3078.72,12,0,523.08,TEC-AC-10000866,IN-2011-30292
15376,1983.135,7,0.5,-1784.895,OFF-AP-10001623,IT-2011-3675195
15162,1112.778,3,0.1,296.658,FUR-BO-10003541,ES-2014-2034971
18899,3616.5,10,0,36,TEC-CO-10004365,ES-2011-1426891
32274,3059.982,2,0.1,679.996,TEC-MA-10000822,CA-2014-159366
24160,2892.105,5,0.1,160.605,TEC-PH-10000499,IN-2013-14773
15812,3263.4,5,0,848.4,TEC-PH-10000800,ES-2012-4934238
31696,2396.2656,4,0.32,-317.1528,FUR-BO-10004834,CA-2013-108987
6449,3117.088,13,0.2,38.948,FUR-TA-10001642,MX-2014-111941
32382,4899.93,7,0,2400.9657,TEC-MA-10003979,US-2013-143819
4394,1888.7,5,0,887.6,OFF-AP-10001041,MX-2014-152961
22058,3000.78,6,0,1080.18,OFF-AP-10002090,IN-2013-17041
19833,3801.63,7,0,1444.59,OFF-AP-10002330,ES-2013-4679331
45807,5211.12,8,0,1146.24,TEC-CIS-10002344,SA-2014-1270
30187,1356.03,3,0,311.85,FUR-TA-10002153,IN-2011-10286
29484,3569.643,7,0.1,674.163,OFF-AP-10004964,IN-2014-12897
34667,1287.45,5,0,244.6155,TEC-AC-10003832,CA-2013-134887
24015,2910.0816,8,0.07,125.1216,FUR-BO-10004679,ID-2014-10076
20601,3126.4002,9,0.27,-128.7198,FUR-CH-10002061,ID-2013-70122
12051,5276.988,9,0.1,1758.888,TEC-PH-10002759,ES-2011-2257437
25915,2645.376,5,0.17,-0.024,TEC-PH-10001699,ID-2014-63920
21639,1637.01,5,0.1,-36.39,FUR-BO-10001934,ID-2013-29564
39069,4499.985,5,0.7,-6599.978,TEC-MA-10000418,CA-2013-108196
23229,2645.376,5,0.17,-0.024,TEC-PH-10001699,ID-2012-36403
33921,2399.6,8,0,647.892,TEC-PH-10001494,CA-2014-127180
20674,3238.305,5,0.3,-740.295,FUR-TA-10001889,IN-2011-19351
11331,2291.814,7,0.1,127.134,FUR-BO-10000490,ES-2014-5842530
58,2124.5,5,0,488.6,TEC-PH-10000018,MX-2011-137897
45091,2757.78,6,0,744.48,FUR-HON-10003533,BO-2014-8960
18990,1549.98,6,0,139.32,TEC-AC-10001949,ES-2013-2220066
35425,2624.985,3,0.5,-944.9946,TEC-MA-10001127,CA-2011-127299
51130,3146.4,6,0,629.28,OFF-HOO-10004910,UP-2014-4500
14405,2456.619,11,0.15,664.719,TEC-MA-10001335,ES-2014-2440513
10745,2228.6355,7,0.35,-754.4145,FUR-TA-10000347,IT-2011-5629016
36859,2999.95,5,0,1439.976,TEC-CO-10001449,CA-2014-133263
25850,4001.04,8,0,1440.24,OFF-AP-10002090,IN-2014-65488
16109,4876.875,9,0.15,745.875,TEC-PH-10000493,ES-2014-5530354
22515,1788.822,6,0.3,204.282,FUR-TA-10003596,IN-2012-23782
29269,3622.29,7,0,1267.77,OFF-AP-10002244,IN-2014-37320
29651,1242.585,5,0.47,-140.715,FUR-TA-10003179,ID-2013-31720
10670,4453.05,7,0,1424.85,TEC-PH-10001396,ES-2011-1712442
24859,2673.36,8,0,1069.2,FUR-TA-10003078,IN-2014-78900
24466,2046.195,5,0.1,591.045,FUR-CH-10003581,IN-2013-37803
15359,5451.3,6,0,2071.44,FUR-TA-10000184,ES-2013-3939561
39115,4535.976,3,0.2,1644.2913,OFF-BI-10001120,CA-2013-138478
21670,1722.2832,4,0.17,539.4432,OFF-AP-10001956,IN-2014-56808
33102,2575.944,7,0.2,257.5944,TEC-PH-10002200,US-2013-116729
17548,1007.424,2,0.1,134.304,OFF-AP-10003382,ES-2014-1972860
34367,2934.33,7,0,792.2691,OFF-ST-10002011,CA-2011-119375
20861,4624.29,9,0.1,1644.03,OFF-AP-10003917,IN-2011-64326
17907,1066.446,6,0.1,-11.934,OFF-ST-10002900,ES-2011-3259196
24361,957.6,4,0,0,TEC-CO-10003819,IN-2013-48184
29968,4864.32,10,0.1,162.12,OFF-AP-10000675,IN-2014-77017
39721,2154.9,5,0,129.294,FUR-BO-10003404,CA-2014-150091
28875,1433.8395,3,0.15,-84.3705,OFF-AP-10001824,ID-2014-31363
48781,2784.6,14,0,779.52,OFF-SME-10000746,SF-2011-6380
15922,3063.27,7,0,1470.21,FUR-BO-10004999,ES-2013-1692384
39211,3404.5,5,0,1668.205,TEC-MA-10003673,CA-2014-165323
33317,1606.23,9,0,481.869,OFF-ST-10001490,CA-2013-168354
2641,2044.8,6,0.2,-332.28,TEC-PH-10004196,US-2011-158554
36446,1214.85,3,0,352.3065,TEC-PH-10001578,CA-2011-141796
26068,1521,4,0,0,TEC-CO-10000208,IN-2012-12162
10306,2443.905,5,0.1,760.305,OFF-AP-10002330,ES-2012-2510515
33836,1348.704,6,0.2,-219.1644,FUR-CH-10003312,CA-2012-113404
44140,1141.8,10,0,570.9,TEC-EPS-10000053,IR-2013-8520
29226,1865.97,9,0,802.17,OFF-ST-10004060,IN-2014-68463
27720,6998.64,11,0,2939.31,TEC-PH-10000303,ID-2011-64599
11073,1091.25,3,0,119.97,FUR-BO-10002708,ES-2013-4632541
24030,1094.22,3,0,328.23,FUR-BO-10000210,IN-2014-23761
30202,1320.624,4,0.1,484.224,FUR-BO-10001192,IN-2013-16964
27230,2555.64,4,0,664.44,TEC-PH-10004664,IN-2011-76989
51284,3498.72,8,0,594.72,FUR-SAU-10002255,RS-2014-4620
33283,1439.976,4,0.4,191.9968,TEC-CO-10001449,CA-2013-147417
28198,2272.86,6,0,977.22,TEC-CO-10001954,IN-2014-61393
26028,5211.12,8,0,833.76,TEC-PH-10003002,IN-2013-13891
26325,2582.16,4,0,361.44,TEC-PH-10003856,IN-2014-32770
21924,3194.55,5,0,830.55,TEC-PH-10004664,IN-2014-14780
30113,1704.996,4,0.1,378.876,FUR-CH-10000974,IN-2013-71585
30105,1538.721,6,0.15,325.701,OFF-AP-10003866,IN-2014-20485
24363,1381.32,3,0,593.91,FUR-CH-10003616,IN-2013-48184
19902,1181.547,3,0.1,498.807,FUR-BO-10004999,IT-2011-4771701
13998,1696.248,4,0.1,734.928,FUR-CH-10000479,IT-2011-2876489
34570,3359.952,6,0.2,1049.985,TEC-CO-10001046,CA-2014-133865
33100,4663.736,7,0.2,-1049.3406,OFF-SU-10002881,CA-2014-158379
47087,1237.56,4,0,606.36,OFF-HOO-10000318,SF-2014-2330
49833,1274.7,2,0,140.16,TEC-NOK-10001283,EG-2012-4640
2080,3172.14,9,0,856.44,OFF-AP-10000407,MX-2011-138002
40567,4305.552,6,0.2,1453.1238,OFF-BI-10001359,US-2014-102183
10303,3979.29,7,0,1989.54,OFF-AP-10004512,ES-2012-5113958
33353,1586.69,7,0,412.5394,FUR-CH-10002335,CA-2014-120376
34866,2395.2,6,0.2,209.58,TEC-MA-10001148,CA-2014-168109
35687,1259.97,3,0,327.5922,TEC-PH-10001459,CA-2014-111556
41838,2058,4,0,946.68,FUR-BAR-10004434,AJ-2013-2640
28110,2539.8765,7,0.07,709.9365,FUR-BO-10002444,IN-2011-67651
12449,2898.21,7,0,1420.02,FUR-BO-10004709,ES-2014-4957212
17848,1320.0075,5,0.15,357.1575,TEC-MA-10004772,IT-2011-3528798
46219,2171.16,8,0.7,-2750.28,FUR-BAR-10003532,LH-2014-5390
26932,4448.223,13,0.1,444.483,TEC-CO-10002911,IN-2014-32588
38178,1913.4,9,0,401.814,FUR-TA-10001705,CA-2012-137113
4817,2300.616,9,0.4,38.196,TEC-PH-10000169,US-2011-161760
50593,2615.94,6,0,1072.44,FUR-SAU-10004653,EG-2013-4530
25445,1066.68,3,0,394.65,TEC-CO-10002526,IN-2011-51964
36467,3504.9,5,0,700.98,FUR-CH-10002024,CA-2013-122903
50000,2544.6,4,0,814.2,TEC-NOK-10004339,LT-2011-270
30934,3694.68,4,0,886.68,FUR-TA-10000022,IN-2011-86278
21667,2214.849,7,0.3,-221.571,FUR-TA-10002153,ID-2013-17055
8870,1236.48,4,0,111.28,FUR-CH-10000843,MX-2013-151764
1899,1805.9,5,0,126.4,OFF-AP-10002681,MX-2014-124744
31559,3059.982,3,0.4,-509.997,TEC-MA-10000822,US-2011-106992
34867,1687.8,4,0,742.632,TEC-AC-10002049,CA-2014-168109
32291,2715.93,7,0,1276.4871,OFF-BI-10003925,CA-2011-117639
9857,1810.3,5,0,54.3,OFF-AP-10004627,MX-2014-140305
2398,2120.5,5,0,106,TEC-PH-10001076,MX-2014-113845
20610,1275,2,0,140.22,TEC-PH-10001457,IN-2014-61932
19446,1593.648,7,0.15,-225.162,TEC-MA-10004534,ES-2012-4589770
11606,1114.236,3,0.1,383.706,FUR-BO-10003991,ES-2014-1331794
16161,2944.08,5,0.1,1112.13,TEC-PH-10002623,ES-2012-4621754
25761,3309.2598,7,0.17,318.8598,OFF-AP-10002793,ID-2014-41191
6594,897.48,9,0,322.92,FUR-CH-10002093,MX-2014-128405
17380,2056.05,5,0,390.6,FUR-BO-10003103,ES-2011-1858721
3503,2365.6592,10,0.002,18.8592,TEC-CO-10001818,MX-2012-168865
23537,1336.356,7,0.4,44.436,TEC-CO-10002040,IN-2011-52279
26037,3038.64,8,0,1245.84,TEC-CO-10001654,IN-2012-14724
20266,2698.65,9,0,890.46,OFF-AP-10002397,ES-2013-3042991
42956,3799.08,12,0,455.76,TEC-CAN-10001853,LT-2013-3900
21995,2756.34,6,0,413.28,FUR-CH-10001207,IN-2012-18518
15570,983.88,8,0.1,-11.16,TEC-PH-10002597,IT-2012-4058325
25831,1719.807,5,0.27,117.657,FUR-CH-10003232,IN-2012-42220
29383,1421.541,3,0.17,428.121,OFF-AP-10003917,IN-2014-17972
879,1053.6884,5,0.002,441.2884,TEC-CO-10002617,MX-2014-151554
16997,1440.84,8,0.5,-1268.04,TEC-CO-10000556,IT-2011-3270900
21287,2544.372,6,0.1,621.792,FUR-CH-10003232,IN-2011-28087
38876,2625.12,8,0,735.0336,OFF-AP-10000275,CA-2012-123113
47029,1554.48,8,0,341.76,TEC-HEW-10003460,RO-2012-9480
8378,1278,3,0,89.46,TEC-PH-10004196,MX-2013-109981
2496,3474.08,8,0,625.28,TEC-PH-10002672,MX-2012-130351
990,2550,6,0,357,TEC-PH-10000106,MX-2012-135076
33773,1101.48,4,0,429.5772,OFF-AP-10003057,CA-2013-114972
33536,1016.792,1,0.2,381.297,OFF-BI-10003527,CA-2013-146633
32050,1199.976,3,0.2,374.9925,TEC-CO-10002095,CA-2013-110499
43395,934.248,14,0.6,-1331.652,TEC-SAM-10000345,TU-2012-2690
35487,10499.97,3,0,5039.9856,TEC-CO-10004722,CA-2014-166709
46991,3908.88,6,0,1563.48,TEC-CIS-10002259,SG-2014-9460
9711,2142.3,5,0,556.9,TEC-PH-10004182,MX-2014-164217
31138,1900.584,6,0.4,-348.516,OFF-AP-10004350,ID-2014-80657
46655,1840.68,6,0,496.98,OFF-HOO-10000335,CM-2012-6440
10365,2624.04,6,0,446.04,FUR-BO-10004129,ES-2011-5287434
21500,3076.5,7,0,215.25,FUR-BO-10001372,IN-2012-79439
28108,3181.7718,6,0.17,344.9718,TEC-PH-10004664,IN-2013-58929
16456,1392.633,11,0.1,-139.557,OFF-ST-10004597,IT-2012-2646674
23791,1296.24,8,0,285.12,FUR-CH-10001664,IN-2011-63577
28128,1682.91,3,0,487.98,OFF-AP-10003240,IN-2014-16068
4585,1278,3,0,89.46,TEC-PH-10004196,MX-2011-150973
41299,2570.76,4,0,976.8,TEC-MOT-10003348,RS-2014-4120
8753,2332.96,5,0.2,349.86,FUR-TA-10000136,MX-2014-154935
31293,1582.2,6,0.4,-870.3,FUR-BO-10002866,ID-2012-83604
33831,1801.632,6,0.2,-337.806,OFF-ST-10004459,US-2014-117723
31033,1512,6,0,498.96,FUR-TA-10001276,IN-2013-81112
34135,695.7,2,0.5,-27.828,TEC-MA-10002178,CA-2013-147368
49752,2550,4,0,714,TEC-APP-10002966,SF-2014-3560
34447,2025.36,6,0.2,607.608,TEC-AC-10002049,CA-2012-147830
20145,2285.7,5,0,845.7,FUR-CH-10000685,ES-2012-1439357
24211,1029.2589,9,0.07,10.8189,FUR-BO-10001541,IN-2014-16054
4027,1058.2792,5,0.002,-2.1208,TEC-CO-10003931,US-2014-148817
23212,5751.54,9,0,2817.99,TEC-PH-10000169,IN-2013-50809
14952,2442.069,7,0.1,-244.251,FUR-BO-10001553,ES-2013-1211534
30312,1190.52,6,0,178.56,OFF-ST-10004748,IN-2014-81154
11657,3150.819,7,0.1,-35.091,OFF-AP-10000540,IT-2014-2009199
17552,1599.9,5,0,719.85,TEC-CO-10004567,ES-2014-1972860
26759,2063.4,5,0,123.75,FUR-BO-10001749,IN-2014-51432
50837,1269.9,6,0,558.72,OFF-ROG-10003898,HU-2014-7310
20869,3274.02,9,0,261.9,FUR-BO-10001934,IN-2011-26176
2397,848.32,2,0,110.28,TEC-PH-10002815,MX-2014-113845
35390,3080,7,0,1416.8,TEC-MA-10000864,CA-2012-102491
15132,2847.36,8,0,711.84,TEC-CO-10002663,ES-2014-5345830
27129,1725.75,5,0.25,-483.3,FUR-CH-10000602,ID-2014-58271
25179,1479.3138,6,0.07,-63.6462,TEC-CO-10001419,ID-2013-57949
40287,4899.93,7,0,2302.9671,TEC-CO-10003763,US-2012-128587
24610,1282.23,9,0,12.69,TEC-CO-10000679,IN-2014-68750
50724,2478.6,6,0,49.5,FUR-IKE-10001539,AO-2011-1670
38123,17499.95,5,0,8399.976,TEC-CO-10004722,CA-2013-118689
28226,959.76,3,0,460.62,TEC-CO-10002376,IN-2013-42535
32299,1090.782,7,0.4,-290.8752,FUR-TA-10002903,CA-2012-124891
25941,4135.641,10,0.17,847.041,OFF-AP-10000136,IN-2014-27947
581,2325.28,8,0,511.52,FUR-BO-10000567,MX-2011-158204
21263,5486.67,14,0.1,2316.51,FUR-BO-10001471,IN-2014-56206
13571,1523.664,8,0.1,-50.976,OFF-ST-10001758,IT-2011-3316894
11639,1625.2425,3,0.15,-76.5675,TEC-PH-10004505,IT-2014-2819680
36813,1319.96,4,0,527.984,TEC-AC-10003870,US-2013-138408
13307,734.94,4,0.1,130.62,OFF-ST-10004191,ES-2014-2179863
32246,2065.32,12,0.4,-619.596,FUR-TA-10004154,US-2014-110576
43307,1391.52,8,0,69.36,FUR-OFF-10001224,RO-2012-8470
33650,1552.831,7,0.15,200.9546,FUR-BO-10002545,CA-2012-111514
9702,2461.06,7,0,566.02,OFF-AP-10004913,MX-2012-157987
39609,2939.93,7,0,764.3818,TEC-PH-10001459,US-2014-105935
31462,8159.952,8,0.4,-1359.992,TEC-MA-10000822,CA-2011-139892
22762,1226.19,7,0,612.99,TEC-MA-10002392,IN-2012-45825
20867,1809.255,5,0.3,-258.495,FUR-TA-10003222,ID-2013-58642
28836,1863,8,0.1,393.24,TEC-AC-10000639,ID-2012-65411
33789,4548.81,7,0,1228.1787,TEC-PH-10002885,CA-2011-144624
12815,1244.187,7,0.1,-13.923,OFF-ST-10002900,ES-2014-4032097
16587,2364.102,4,0.35,-218.298,FUR-TA-10003354,ES-2012-4108483
18691,1946.313,6,0.15,114.453,TEC-CO-10003800,ES-2013-5810502
36004,895.92,5,0.2,302.373,OFF-BI-10003091,CA-2014-138149
17534,2283.714,9,0.1,-0.216,OFF-AP-10001527,IT-2012-3796476
46920,2549.76,4,0,1172.88,TEC-SAM-10004940,CG-2012-8310
20521,3299.562,14,0.1,366.282,TEC-CO-10003777,IN-2014-39735
12032,2489.4,9,0,273.78,OFF-AP-10001169,ES-2012-4272278
40946,3406.664,8,0.15,160.3136,FUR-BO-10002213,CA-2013-107104
35369,999.98,2,0,449.991,TEC-CO-10002095,CA-2012-156104
11549,1189.242,9,0.1,250.992,FUR-BO-10000120,ES-2014-4856325
35916,2879.952,6,0.2,1007.9832,TEC-CO-10001449,CA-2014-145219
2808,1269.6,4,0,355.44,FUR-CH-10002033,MX-2014-120026
29513,3499.155,11,0.5,-3009.435,TEC-PH-10002991,ID-2013-12295
25671,2993.025,5,0.3,726.825,FUR-TA-10000989,ID-2013-10636
14419,815.949,3,0.15,287.919,TEC-CO-10004567,ES-2014-5554891
17361,1245,4,0,161.76,TEC-MA-10004609,ES-2012-5464624
30082,1027.728,8,0.1,182.688,TEC-CO-10003448,IN-2014-59426
22207,1703.025,5,0.1,737.925,TEC-CO-10003496,IN-2014-59202
29552,1803.0837,11,0.17,-130.3863,OFF-ST-10003150,IN-2014-44257
17894,676.485,5,0.1,195.285,FUR-BO-10004947,ES-2014-3860822
